Protein,INT_M.1,INT_M.2,POS_M.1,POS_M.2,pvalue,log2FC,imputed_log2FC,imputed_Pvalue,imputed_adjPvalue
Q91Z53,16.63587098,16.74116629,16.48977525,16.4909815,0.823153955,0.198140261,0.198140261,0.823153955,0.997566344
Q91Z83;Q02566,14.00956622,13.89935692,12.7807653,15.02371104,0.959687857,0.052223401,0.052223401,0.959687857,0.997566344
P07759,13.69119001,14.4565453,16.4271102,15.26696178,0.042076633,-1.773168332,-1.773168332,0.042076633,0.988262249
Q91ZJ5,15.70301488,16.00889528,15.88436441,15.56780351,0.856782075,0.129871123,0.129871123,0.856782075,0.997566344
Q91ZP3,16.10352958,15.81637672,15.31347594,15.12027842,0.21107452,0.743075969,0.743075969,0.21107452,0.988262249
Q91ZU6,14.82194673,15.03654972,15.75382528,15.58203516,0.258841389,-0.738681996,-0.738681996,0.258841389,0.996315489
Q91ZW3,15.67134756,15.35121532,15.69954534,15.94788802,0.604388446,-0.31243524,-0.31243524,0.604388446,0.997566344
Q920B9,13.83891181,13.70320442,14.23597175,14.2982862,0.228299607,-0.496070863,-0.496070863,0.228299607,0.988262249
Q920Q4,14.38975386,14.20142325,15.46437591,14.7638205,0.210136425,-0.818509652,-0.818509652,0.210136425,0.988262249
Q921C5,14.55072736,15.00041381,14.93303251,14.44469193,0.899907883,0.086708369,0.086708369,0.899907883,0.997566344
Q921F2,14.92639714,14.76765217,14.54836134,14.54481106,0.612177686,0.300438454,0.300438454,0.612177686,0.997566344
Q921H8,15.9695664,16.04037535,16.7778974,16.03891899,0.480151561,-0.403437321,-0.403437321,0.480151561,0.997566344
Q921M4,14.43423727,14.68024962,14.5372184,14.23729801,0.732409643,0.169985244,0.169985244,0.732409643,0.997566344
Q921X9,12.9991368,13.55865987,15.93693694,13.91167286,0.235932245,-1.645406563,-1.645406563,0.235932245,0.988262249
Q922B2,16.35454697,16.35665495,16.16873358,16.32523679,0.764267795,0.108615775,0.108615775,0.764267795,0.997566344
Q922B9,16.0386226,16.22403937,15.02880129,15.00315949,0.077661225,1.115350596,1.115350596,0.077661225,0.988262249
Q922D4,14.4185655,14.28259752,13.79970667,13.68690894,0.419091188,0.607273706,0.607273706,0.419091188,0.997566344
Q922D8,14.16737544,14.52092555,14.69954015,14.61456151,0.564600515,-0.312900332,-0.312900332,0.564600515,0.997566344
Q922E4,15.94867427,16.3283863,15.68017902,15.58220836,0.44576204,0.5073366,0.5073366,0.44576204,0.997566344
Q922F4,15.29120668,14.44740614,15.47867484,13.98085361,0.861775898,0.139542191,0.139542191,0.861775898,0.997566344
Q922J3,15.51270825,15.45985897,15.51150418,15.31103122,0.891652169,0.075015914,0.075015914,0.891652169,0.997566344
Q922J3;Q9Z0H8,15.98294902,16.12033914,15.76541561,15.85669299,0.76147619,0.240589782,0.240589782,0.76147619,0.997566344
Q922Q8,16.05175163,16.12892383,16.38214476,16.23966003,0.706734619,-0.220564668,-0.220564668,0.706734619,0.997566344
Q922R8,14.71818652,14.79614103,15.54562817,15.63288163,0.149872355,-0.832091124,-0.832091124,0.149872355,0.988262249
Q923B6,16.9860136,17.28581271,18.12170654,17.80049554,0.257184692,-0.825187887,-0.825187887,0.257184692,0.995139818
Q923T9,14.76367922,14.9909903,14.88993169,15.41306592,0.540735382,-0.274164044,-0.274164044,0.540735382,0.997566344
Q924L1,17.83490078,17.5991125,15.27532182,15.25805509,0.068360343,2.450318184,2.450318184,0.068360343,0.988262249
Q924X2,18.66318967,18.38184716,15.6673956,15.79892125,0.127050336,2.789359986,2.789359986,0.127050336,0.988262249
Q925I1,15.87072593,16.00643566,14.68288489,14.55145525,0.158281273,1.321410727,1.321410727,0.158281273,0.988262249
Q925N0,11.88279587,11.79555268,9.774474,9.87175126,0.184152765,1.967423014,1.967423014,0.184152765,0.988262249
Q93092,19.00603518,18.73662961,17.82291829,17.76494485,0.199797,1.077400826,1.077400826,0.199797,0.988262249
Q99020,15.92692431,16.05485408,15.52719429,15.49590521,0.298330149,0.479339442,0.479339442,0.298330149,0.997566344
Q99J47,16.11806125,16.30365138,15.78080712,15.48159368,0.218422518,0.579655913,0.579655913,0.218422518,0.988262249
Q99J56,14.60484276,14.74241471,14.597005,14.48186249,0.803942702,0.134194989,0.134194989,0.803942702,0.997566344
Q99JI4,15.25952268,15.34524149,15.1005208,15.3363008,0.870485815,0.083971287,0.083971287,0.870485815,0.997566344
Q99JI6;P62835,16.09467162,16.14693848,17.16976665,17.18939891,0.160376457,-1.058777729,-1.058777729,0.160376457,0.988262249
Q99JR1,15.67649153,15.75615126,15.40041514,15.40664568,0.564100065,0.312790981,0.312790981,0.564100065,0.997566344
Q99JX3,12.27227986,12.40740055,13.21550267,12.5719896,0.39019062,-0.553905926,-0.553905926,0.39019062,0.997566344
Q99JX4,12.09093942,12.26602518,11.5322098,11.79514678,0.194637962,0.51480401,0.51480401,0.194637962,0.988262249
Q99JY0,18.65792452,18.61216676,16.56579157,16.18326558,0.078820293,2.260517065,2.260517065,0.078820293,0.988262249
Q99JY3,13.96215756,14.29076979,15.88236917,16.47069478,0.064708625,-2.050068301,-2.050068301,0.064708625,0.988262249
Q99JY9,15.58305338,15.56857978,16.13386466,15.73267528,0.193015135,-0.35745339,-0.35745339,0.193015135,0.988262249
Q99K01,16.30334163,15.94043517,16.30454497,16.28056336,0.7831727,-0.170665767,-0.170665767,0.7831727,0.997566344
Q99K28,14.74532041,14.28226012,13.97360759,13.74241286,0.364215984,0.655780038,0.655780038,0.364215984,0.997566344
Q99K48,17.51391539,17.39384116,17.73142652,18.06430401,0.572651588,-0.443986986,-0.443986986,0.572651588,0.997566344
Q99KC8,17.29938294,17.17757721,17.754768,17.48085157,0.445290421,-0.379329709,-0.379329709,0.445290421,0.997566344
Q99KI0,17.24561088,16.98485847,15.15235909,14.85564717,0.094654767,2.111231544,2.111231544,0.094654767,0.988262249
Q99KJ8,15.81907328,15.8154124,16.03253664,15.73481364,0.928760961,-0.066432298,-0.066432298,0.928760961,0.997566344
Q99KN9,16.97539945,17.1993081,16.71918855,16.59112784,0.45003505,0.432195578,0.432195578,0.45003505,0.997566344
Q99KQ4,16.99179864,17.24318542,16.07381047,15.97336114,0.140656736,1.093906224,1.093906224,0.140656736,0.988262249
Q99KY4,14.28115866,14.52712422,14.44244238,13.88259221,0.72427762,0.241624144,0.241624144,0.72427762,0.997566344
Q99L04,15.91587938,15.74204622,16.15827438,15.81658371,0.826426569,-0.158466241,-0.158466241,0.826426569,0.997566344
Q99L43,14.25863964,14.4657577,14.76258967,14.79993927,0.394684212,-0.419065798,-0.419065798,0.394684212,0.997566344
Q99L45,15.82572562,15.81686444,15.58932929,15.57141174,0.711338038,0.240924517,0.240924517,0.711338038,0.997566344
Q99L47,16.88726822,17.10942259,17.54306204,17.25386595,0.403425582,-0.400118584,-0.400118584,0.403425582,0.997566344
Q99L88,14.90641455,15.29857187,15.46698811,15.01082096,0.812584274,-0.136411328,-0.136411328,0.812584274,0.997566344
Q99LC3,17.27387386,16.90182122,15.05942508,15.21294447,0.07040553,1.951662766,1.951662766,0.07040553,0.988262249
P49817,18.0653438,18.68534219,20.46257649,19.97986458,0.047759626,-1.845877535,-1.845877535,0.047759626,0.988262249
Q99LC9,11.03651707,11.41484377,11.9933984,11.00415023,0.606995249,-0.273093893,-0.273093893,0.606995249,0.997566344
Q99LD4,13.19139856,13.63730412,13.44086917,13.67187273,0.817907536,-0.14201961,-0.14201961,0.817907536,0.997566344
Q99LE6,14.84808496,14.6379833,14.95246826,14.37897215,0.879654068,0.077313929,0.077313929,0.879654068,0.997566344
Q99LF4,14.35762073,15.26766454,14.86181389,15.1474832,0.816316914,-0.192005908,-0.192005908,0.816316914,0.997566344
Q99LI2,14.78943176,14.84441155,14.54580914,14.11788656,0.558146771,0.485073803,0.485073803,0.558146771,0.997566344
Q99LP6,17.01345354,16.98326085,15.9235132,16.41650067,0.209680457,0.828350257,0.828350257,0.209680457,0.988262249
Q99LX0,17.01976445,16.99014829,17.82916527,17.09238552,0.470823518,-0.45581902,-0.45581902,0.470823518,0.997566344
Q99M28,12.44242519,12.32738423,13.00432582,13.01682569,0.497830516,-0.625671047,-0.625671047,0.497830516,0.997566344
Q99M51,16.30510628,16.14313838,16.10504887,15.24503665,0.473085339,0.549079568,0.549079568,0.473085339,0.997566344
Q99MI1,10.06608919,11.05711176,11.599262,9.871751,0.268670471,-1.037661519,-1.037661519,0.268670471,0.996315489
Q99MK8;Q3UYH7,14.28619675,14.78391905,14.48431942,14.20487677,0.753968258,0.190459804,0.190459804,0.753968258,0.997566344
P10107,16.12270987,16.61858526,18.33772331,18.33672492,0.009808204,-1.966576553,-1.966576553,0.009808204,0.988262249
Q99MQ4,15.56394001,15.85456769,17.2060466,16.97351687,0.176132848,-1.380527886,-1.380527886,0.176132848,0.988262249
Q99MR8,18.54390764,18.4466067,17.49904497,17.16005333,0.062262243,1.165708018,1.165708018,0.062262243,0.988262249
Q99MS7,14.39834289,14.76680018,14.29921242,13.65262444,0.263975607,0.606653101,0.606653101,0.263975607,0.996315489
Q99N87,15.68189723,15.9529687,15.32407504,15.21996257,0.285805325,0.545414156,0.545414156,0.285805325,0.996315489
Q99N93,15.74676097,15.92496132,15.34022159,15.31924848,0.281434213,0.506126109,0.506126109,0.281434213,0.996315489
Q99NB1,16.57766485,17.00820037,15.65222878,15.56140729,0.200061634,1.186114573,1.186114573,0.200061634,0.988262249
Q99NB9,17.04064067,16.67519247,16.30461355,16.33239638,0.341916573,0.539411608,0.539411608,0.341916573,0.997566344
Q99NH0,11.74924094,12.04323239,11.71660514,11.54785851,0.615659794,0.264004842,0.264004842,0.615659794,0.997566344
Q99P72,15.13549206,15.35641694,16.23324517,15.75144072,0.282395016,-0.74638845,-0.74638845,0.282395016,0.996315489
Q99PL5,15.94479799,15.87087724,16.34659759,16.48545033,0.363739593,-0.508186337,-0.508186337,0.363739593,0.997566344
Q99PN0,16.64174132,16.49593308,16.22000037,16.45513454,0.234611312,0.231269743,0.231269743,0.234611312,0.988262249
Q99PT1,16.48329621,16.6798924,17.56541677,17.2467406,0.213801579,-0.824484384,-0.824484384,0.213801579,0.988262249
Q9CPP6,17.00702354,17.00530147,16.11936237,15.46981932,0.168696327,1.21157166,1.21157166,0.168696327,0.988262249
Q9CPR4,16.17365496,16.10865545,16.18817215,16.51324002,0.671722332,-0.209550877,-0.209550877,0.671722332,0.997566344
Q9CPR4;B2RY53,18.32620728,17.97640935,17.88774834,18.91018209,0.655140334,-0.2476569,-0.2476569,0.655140334,0.997566344
Q9CPU0,16.29506387,16.53253295,15.98037725,16.08688938,0.523970342,0.380165095,0.380165095,0.523970342,0.997566344
Q9CPV4,16.93168398,16.98699811,16.92127631,16.97790596,0.985474803,0.009749907,0.009749907,0.985474803,0.997566344
Q9CPX6,15.88759363,15.84765596,15.9552102,15.83804669,0.956448352,-0.029003653,-0.029003653,0.956448352,0.997566344
Q9CPY7,16.11981249,17.0899056,17.58834865,16.0251612,0.847738503,-0.201895877,-0.201895877,0.847738503,0.997566344
Q9CPZ6,10.30833903,10.96780265,11.47213233,9.871751,0.466393435,-0.834061496,-0.834061496,0.466393435,0.997566344
Q9CQ22,14.31146452,14.30997365,15.20051551,13.14186765,0.936420955,0.139527502,0.139527502,0.936420955,0.997566344
Q9CQ56,14.81838246,14.91657927,14.58982667,14.22941969,0.677815313,0.457857683,0.457857683,0.677815313,0.997566344
Q9CQ60,16.66843712,16.49586832,16.50590759,16.08792152,0.696808449,0.285238167,0.285238167,0.696808449,0.997566344
Q9CQ62,16.77563015,16.46816819,15.10735944,14.20090256,0.104096267,1.967768171,1.967768171,0.104096267,0.988262249
Q9CQ69,18.16952381,18.01945709,16.17275955,16.00680444,0.125517032,2.004708459,2.004708459,0.125517032,0.988262249
Q9CQ75,14.93392113,15.06944977,14.24829822,14.09383018,0.394235415,0.830621248,0.830621248,0.394235415,0.997566344
Q9CQ80,12.71375165,12.84264498,12.7939487,12.26558575,0.749056058,0.248431093,0.248431093,0.749056058,0.997566344
Q9CQA3,17.93930754,17.50693007,16.11522658,15.68122105,0.06101268,1.824894992,1.824894992,0.06101268,0.988262249
Q9CQB2,15.09926561,14.60420572,12.73394743,12.40543402,0.148523465,2.282044941,2.282044941,0.148523465,0.988262249
Q9CQC7,17.51354752,17.48708474,16.34151373,15.58868967,0.150715692,1.535214426,1.535214426,0.150715692,0.988262249
Q9CQC9,15.05824546,14.98793013,14.91886324,14.92156204,0.847823056,0.102875155,0.102875155,0.847823056,0.997566344
Q9CQC9;P36536,16.35137063,16.34417452,16.5849038,15.86906363,0.902066474,0.120788863,0.120788863,0.902066474,0.997566344
Q9CQD1,15.46629955,15.63265447,15.71831881,15.09031921,0.731886308,0.145158,0.145158,0.731886308,0.997566344
Q9CQE8,14.7965647,15.09927496,15.02962152,14.78888526,0.957768691,0.038666439,0.038666439,0.957768691,0.997566344
Q9CQH7,13.19972606,13.60592734,13.17221077,12.73757346,0.579256957,0.447934585,0.447934585,0.579256957,0.997566344
Q9CQI3,12.47632675,13.93908859,13.84997299,13.46871532,0.662526033,-0.451636485,-0.451636485,0.662526033,0.997566344
Q91VJ2,14.37491019,15.17229181,17.01558343,16.75429465,0.017221713,-2.111338035,-2.111338035,0.017221713,0.988262249
Q9CQN1,16.5478778,16.93985169,15.68446369,15.64548214,0.183643545,1.078891831,1.078891831,0.183643545,0.988262249
Q9CQQ7,16.39099612,16.9404029,16.42048895,16.26969286,0.638818122,0.320608602,0.320608602,0.638818122,0.997566344
Q9CQS4,17.53191445,17.16418021,16.97978989,16.63028879,0.45842512,0.543007994,0.543007994,0.45842512,0.997566344
Q9CQV8,15.65807644,15.35015,15.71220455,15.5937996,0.787045622,-0.148888854,-0.148888854,0.787045622,0.997566344
Q9CQX2,12.94319244,13.4314976,13.67705892,12.88373154,0.914632309,-0.093050203,-0.093050203,0.914632309,0.997566344
Q9CR57,16.40046255,16.72107248,16.45789384,16.63438566,0.981092739,0.014627762,0.014627762,0.981092739,0.997566344
Q9CR62,16.08095772,16.33175336,15.02605494,15.31778218,0.15978972,1.034436985,1.034436985,0.15978972,0.988262249
Q9CR68,18.03080569,18.10247986,16.17859395,15.93607352,0.12158849,2.009309039,2.009309039,0.12158849,0.988262249
Q9CR86,16.13391985,16.43830753,16.16629849,15.42282804,0.518994834,0.491550427,0.491550427,0.518994834,0.997566344
Q9CR88,17.17143094,16.96927409,15.79988869,15.75415679,0.142070211,1.293329775,1.293329775,0.142070211,0.988262249
Q9CRB8,15.64323615,15.7420199,14.01550217,14.20487677,0.154915123,1.582438556,1.582438556,0.154915123,0.988262249
Q9CRC9,13.27356251,13.59875041,13.760616,13.0096362,0.945673756,0.05103036,0.05103036,0.945673756,0.997566344
Q9CRD0,15.64509943,16.11122239,15.4133751,15.08343514,0.195039152,0.629755795,0.629755795,0.195039152,0.988262249
Q9CT10,15.81423196,15.60231504,15.5904701,15.22068062,0.439584218,0.302698145,0.302698145,0.439584218,0.997566344
Q9CU62,15.20327152,15.25753517,16.04031113,16.00930378,0.153016009,-0.794404108,-0.794404108,0.153016009,0.988262249
Q9CWE0,18.11842661,17.87651561,16.64996759,16.57083408,0.176473543,1.387070274,1.387070274,0.176473543,0.988262249
Q9CWF2;Q7TMM9,16.03185194,16.23535984,16.23691111,16.81001927,0.469800801,-0.389859303,-0.389859303,0.469800801,0.997566344
Q9CWK8,15.7627711,16.01827663,16.11394017,16.06187905,0.746926975,-0.197385744,-0.197385744,0.746926975,0.997566344
Q9CX00,15.96959229,16.09715926,16.11428875,15.78159979,0.887588996,0.085431504,0.085431504,0.887588996,0.997566344
Q9CX34,12.32721579,11.70095983,11.25620869,11.82129566,0.339438869,0.475335633,0.475335633,0.339438869,0.997566344
Q9CX86,13.94676074,13.87973995,14.58122102,14.72091824,0.225136232,-0.737819286,-0.737819286,0.225136232,0.988262249
Q9CXA2,16.4918562,16.76873876,16.61969991,16.20817802,0.608324446,0.216358512,0.216358512,0.608324446,0.997566344
Q9CXF4,15.82371831,15.77243478,16.02380536,15.95821773,0.724546899,-0.192935,-0.192935,0.724546899,0.997566344
Q9CXI0,15.98296133,15.90462488,15.30998458,14.77563755,0.183318118,0.900982037,0.900982037,0.183318118,0.988262249
Q9CXR1,17.07347215,16.7114,16.38553901,15.75525272,0.357848699,0.822040212,0.822040212,0.357848699,0.997566344
Q9CXS4,16.33504044,16.83875409,16.5067827,16.25524992,0.549201402,0.205880958,0.205880958,0.549201402,0.997566344
Q9CXW4;E9PYL9,15.65988443,16.02846728,16.62185156,14.78350986,0.846920782,0.141495148,0.141495148,0.846920782,0.997566344
Q9CXW4;E9PYL9;E9PZB3,17.47452984,17.0127991,16.91636934,17.36768776,0.779666974,0.101635923,0.101635923,0.779666974,0.997566344
Q9CXZ1,16.76097978,16.74294095,15.80244063,15.03505681,0.138967463,1.333211642,1.333211642,0.138967463,0.988262249
Q9CY27,17.47800805,17.81098794,16.98604682,17.63745448,0.610533316,0.332747344,0.332747344,0.610533316,0.997566344
Q9CY58,17.59851877,17.13279618,16.60673092,16.61379714,0.174473005,0.755393444,0.755393444,0.174473005,0.988262249
Q9CY64,16.13713978,16.20108445,16.03684979,16.02147842,0.767155928,0.139948013,0.139948013,0.767155928,0.997566344
Q9CYH2,15.9243459,16.23283254,15.62552756,15.29981352,0.409638668,0.615918681,0.615918681,0.409638668,0.997566344
Q9CYI4,15.90136189,15.39797539,15.74910997,15.5762186,0.971432331,-0.012995644,-0.012995644,0.971432331,0.997566344
Q9CYZ2,16.35805489,16.32317596,16.34762641,16.3840809,0.962147265,-0.025238231,-0.025238231,0.962147265,0.997566344
Q9CZ04,16.45795794,16.12753091,16.08383248,16.23836742,0.829196357,0.131644481,0.131644481,0.829196357,0.997566344
Q9CZ13,17.16932701,17.20468407,16.16145683,15.65550123,0.123609309,1.27852651,1.27852651,0.123609309,0.988262249
Q9CZ44,13.90568759,14.61361038,14.59163238,14.2593653,0.809175038,-0.165849854,-0.165849854,0.809175038,0.997566344
Q9CZD3,15.75123021,15.84859849,15.73301532,15.49382418,0.644304049,0.1864946,0.1864946,0.644304049,0.997566344
Q9CZE3,15.14090963,15.58314155,17.0861777,17.02518283,0.118213854,-1.693654674,-1.693654674,0.118213854,0.988262249
Q9CZJ2,14.56617299,15.30958293,14.96257975,15.02193425,0.950847618,-0.054379037,-0.054379037,0.950847618,0.997566344
Q9CZM2,16.73687754,16.55983967,16.33758706,16.99843617,0.968390914,-0.019653016,-0.019653016,0.968390914,0.997566344
Q9CZU6,16.3104777,16.54493173,14.92113053,14.80458225,0.142821362,1.564848324,1.564848324,0.142821362,0.988262249
Q9CZU6;Q80X68,16.79217681,17.00963183,15.58201126,14.96988113,0.091878737,1.624958126,1.624958126,0.091878737,0.988262249
Q9CZX9,12.05195661,11.79603961,11.93770484,11.27903014,0.734793725,0.315630619,0.315630619,0.734793725,0.997566344
Q9CZY3;Q9D2M8;E9PY39,15.88255108,16.12148958,16.02233776,16.26881045,0.727462935,-0.143553775,-0.143553775,0.727462935,0.997566344
Q9D023,16.90882858,17.19571137,14.77933334,15.53718873,0.143868662,1.894008945,1.894008945,0.143868662,0.988262249
Q9D051,17.66587132,17.72770487,15.70697594,15.84848992,0.059672185,1.919055164,1.919055164,0.059672185,0.988262249
Q9D0A3,14.14521571,14.2229458,14.52098692,13.78994113,0.967405399,0.028616736,0.028616736,0.967405399,0.997566344
Q9D0D3,14.61327156,15.25976458,14.59263853,14.53762125,0.592734365,0.371388176,0.371388176,0.592734365,0.997566344
Q9D0E1,15.74363265,15.46447983,15.61993386,15.75599234,0.898190453,-0.083906859,-0.083906859,0.898190453,0.997566344
Q9D0I9,15.97718196,15.9840862,16.08525355,16.35077344,0.619591644,-0.237379418,-0.237379418,0.619591644,0.997566344
Q9D0J4,15.68537846,16.06650969,15.76660655,15.53509308,0.727205391,0.225094258,0.225094258,0.727205391,0.997566344
Q9D0J8,15.94041087,15.6493675,14.9507059,14.45168328,0.264403318,1.093694596,1.093694596,0.264403318,0.996315489
Q9D0L4,15.53945061,15.29400727,13.90473262,14.23943574,0.132431274,1.344644762,1.344644762,0.132431274,0.988262249
Q9D0M3,16.41759161,16.74470296,15.39419471,15.03859433,0.286420236,1.364752765,1.364752765,0.286420236,0.996315489
Q9D0R2,14.98922342,15.10728867,15.22084825,14.89155881,0.991456423,-0.007947488,-0.007947488,0.991456423,0.997566344
Q9D0R2;Q8BLY2,17.01072478,16.77120573,16.63381829,16.36637345,0.487372076,0.390869386,0.390869386,0.487372076,0.997566344
Q9D0S9,16.04037418,16.32210572,15.45282036,15.32664015,0.341786565,0.791509692,0.791509692,0.341786565,0.997566344
Q9D172,17.11969093,17.45455141,15.54709062,15.88618993,0.116819028,1.570480898,1.570480898,0.116819028,0.988262249
Q9D1E6,15.29084683,15.29816999,15.42921057,15.08302218,0.955542342,0.038392039,0.038392039,0.955542342,0.997566344
Q9D1G1,16.13655061,15.89228192,15.37520917,15.56536988,0.20178603,0.544126741,0.544126741,0.20178603,0.988262249
Q9D1J1,16.20911062,16.03292819,16.44273296,16.00248541,0.876002566,-0.101589777,-0.101589777,0.876002566,0.997566344
Q9D1P4,17.64082391,17.57274463,17.10369761,17.41427232,0.506387692,0.347799307,0.347799307,0.506387692,0.997566344
Q9D1R9,16.7270251,16.73463024,16.44706708,16.99452369,0.972184739,0.010032287,0.010032287,0.972184739,0.997566344
O55239,16.86532248,16.94660934,19.16575103,18.96933031,0.008623623,-2.161574759,-2.161574759,0.008623623,0.988262249
Q9D2N9,14.05231332,14.95805421,12.48585446,12.72483356,0.183120999,1.899839751,1.899839751,0.183120999,0.988262249
Q9D2R0,16.21756129,16.55019475,16.47894768,16.52657903,0.836176723,-0.118885332,-0.118885332,0.836176723,0.997566344
Q9D2V7,16.26873495,16.28035736,15.89696596,15.71798694,0.445745587,0.467069708,0.467069708,0.445745587,0.997566344
Q9D3B1,18.02756048,18.03976514,18.33162552,18.25700104,0.708832396,-0.260650468,-0.260650468,0.708832396,0.997566344
Q9D517,17.38280961,17.1772629,15.5910066,15.50467709,0.164354118,1.732194409,1.732194409,0.164354118,0.988262249
Q9D5T0,14.7557743,15.06356361,14.05112395,14.18510772,0.377548012,0.791553121,0.791553121,0.377548012,0.997566344
Q9D5V5,15.307136,15.44566153,15.56329199,15.5312771,0.748284624,-0.17088578,-0.17088578,0.748284624,0.997566344
Q9D5V6,15.77007975,15.98998508,16.39754008,16.42386158,0.392884567,-0.53066841,-0.53066841,0.392884567,0.997566344
Q80SU7,12.85926299,13.38140776,15.73039053,14.93916596,0.008444249,-2.214442867,-2.214442867,0.008444249,0.988262249
Q9D6M3,14.76545484,14.66076619,13.8386581,14.02066813,0.234101309,0.783447402,0.783447402,0.234101309,0.988262249
Q9D6M3;Q9DB41,17.35405994,17.44046368,15.84519599,16.21388263,0.136754251,1.367722495,1.367722495,0.136754251,0.988262249
Q9D6R2,16.07006253,16.61936366,14.87773731,14.55881181,0.184614585,1.626438541,1.626438541,0.184614585,0.988262249
Q9D6Y7,14.77456233,14.83917582,15.23034941,14.89440539,0.709154834,-0.255508329,-0.255508329,0.709154834,0.997566344
Q9D6Y9,16.88406724,16.90301802,16.30773564,16.19870943,0.384658321,0.640320099,0.640320099,0.384658321,0.997566344
Q9D706,15.73285638,15.73685112,15.62704933,15.16675153,0.644785185,0.337953317,0.337953317,0.644785185,0.997566344
Q9D7B6,15.67068975,15.75766477,15.26998495,15.10872923,0.398506443,0.52482017,0.52482017,0.398506443,0.997566344
Q9D7N3,16.41674806,16.20282675,15.35977446,14.87736894,0.071459311,1.191215708,1.191215708,0.071459311,0.988262249
Q9D7X3,14.69470657,15.15593341,15.26210176,15.24611776,0.606985596,-0.328789774,-0.328789774,0.606985596,0.997566344
Q9D819,15.65319116,15.88328294,15.40020912,15.31945045,0.516293232,0.408407261,0.408407261,0.516293232,0.997566344
Q9D824,16.25153789,16.13755155,15.83582837,15.85523349,0.538646253,0.34901379,0.34901379,0.538646253,0.997566344
Q9D880,16.120858,16.14074425,15.06805064,15.17305205,0.16057485,1.010249778,1.010249778,0.16057485,0.988262249
Q9D883,14.99130039,14.80518966,15.0221944,15.12904147,0.686733618,-0.177372912,-0.177372912,0.686733618,0.997566344
Q9D892,16.88057331,17.08565787,16.59594526,16.95270056,0.728352603,0.208792678,0.208792678,0.728352603,0.997566344
Q9D8B3,16.47859682,16.46483794,16.37615547,16.21568936,0.749974279,0.175794963,0.175794963,0.749974279,0.997566344
Q9D8E6,16.64490692,17.09271282,16.7069931,17.4658399,0.710757289,-0.217606625,-0.217606625,0.710757289,0.997566344
Q9D8N0,17.20993541,17.29885016,17.41938417,16.92951634,0.896240172,0.079942531,0.079942531,0.896240172,0.997566344
Q9D8T7,14.88607758,14.9602735,13.43749201,13.24418542,0.10796311,1.582336827,1.582336827,0.10796311,0.988262249
Q9D8W5,14.93856901,15.02673447,15.05769698,14.95151135,0.973319197,-0.021952423,-0.021952423,0.973319197,0.997566344
Q9D8Y1,16.23296423,16.14033052,14.70606427,15.09951219,0.129551515,1.283859149,1.283859149,0.129551515,0.988262249
Q9D924;I3ITR1,16.6499017,16.64244662,15.20403615,14.95101145,0.117335274,1.568650359,1.568650359,0.117335274,0.988262249
Q9D9K3,14.81833729,14.71011154,14.0622339,14.49803886,0.581031713,0.484088034,0.484088034,0.581031713,0.997566344
Q9D9T0,14.9315224,14.90114974,15.30773446,14.73169027,0.864724392,-0.103376295,-0.103376295,0.864724392,0.997566344
Q9D9V3,16.5140666,16.85625947,16.62042031,16.80782476,0.962371708,-0.028959497,-0.028959497,0.962371708,0.997566344
Q9D9Y8,16.92404698,17.4256257,16.82823568,16.90595104,0.232953345,0.307742986,0.307742986,0.232953345,0.988262249
Q9DAA7,16.40832974,16.58790934,16.71196267,15.75285101,0.648436093,0.265712698,0.265712698,0.648436093,0.997566344
Q9DAM5,16.76787084,16.60442569,15.30828714,14.97407688,0.120910198,1.544966255,1.544966255,0.120910198,0.988262249
Q9DB20,15.95715698,16.35027343,16.51024944,15.87405112,0.952213271,-0.038435073,-0.038435073,0.952213271,0.997566344
Q9DB77,16.78215749,16.56854124,15.10597853,14.9852539,0.082894034,1.629733149,1.629733149,0.082894034,0.988262249
Q9DBB5,16.93962909,16.96466867,17.48236944,16.84718661,0.647533835,-0.212629149,-0.212629149,0.647533835,0.997566344
Q9DBB8,17.13970322,17.22652797,17.26291421,16.48087687,0.505567743,0.311220052,0.311220052,0.505567743,0.997566344
Q9DBB8;A0A1B0GSH8,15.92609126,16.04217235,16.24497049,15.71026834,0.989843638,0.006512396,0.006512396,0.989843638,0.997566344
Q9DBE0,16.14228325,16.10321029,16.15586553,15.8481999,0.886154717,0.120714056,0.120714056,0.886154717,0.997566344
Q9DBE8,14.05205853,14.1842555,14.97015084,14.85525783,0.277917556,-0.794547318,-0.794547318,0.277917556,0.996315489
Q9DBG1,12.82452125,12.6751411,12.29390267,11.88992219,0.423813096,0.657918748,0.657918748,0.423813096,0.997566344
Q9DBG5,16.22748433,16.43474224,16.59927041,16.66317035,0.572351786,-0.300107093,-0.300107093,0.572351786,0.997566344
Q9DBG6,15.16682997,16.00022012,16.53737006,16.37174262,0.312597386,-0.871031292,-0.871031292,0.312597386,0.997566344
Q9DBJ1,16.43877766,16.22771658,15.27792552,15.01299236,0.180725486,1.187788183,1.187788183,0.180725486,0.988262249
Q9DBJ1;O70250,17.76791286,17.83355722,18.01900425,17.03133506,0.745923945,0.275565389,0.275565389,0.745923945,0.997566344
Q9DBL1,16.72147306,16.88405124,16.09216418,16.0044736,0.225985648,0.754443266,0.754443266,0.225985648,0.988262249
