Protein,INT_M.1,INT_M.2,POS_M.1,POS_M.2,pvalue,log2FC,imputed_log2FC,imputed_Pvalue,imputed_adjPvalue
O08715,16.24457602,16.0127991,14.35428702,14.17149558,0.028045136,1.865796264,1.865796264,0.028045136,0.988262249
P49817;P51637,18.54199712,18.78259815,19.74784954,19.46658658,0.205513806,-0.944920428,-0.944920428,0.205513806,0.988262249
P50136,16.53033665,16.30269809,15.2026266,14.92492388,0.120007374,1.352742134,1.352742134,0.120007374,0.988262249
P50171,13.77076712,14.23683639,13.47725232,12.70401169,0.290081017,0.913169748,0.913169748,0.290081017,0.996315489
P50247,18.84799935,18.34845154,17.39799209,17.48887572,0.081937204,1.154791539,1.154791539,0.081937204,0.988262249
P50516,16.87588149,16.70071454,16.71167459,16.55562177,0.834092586,0.154649833,0.154649833,0.834092586,0.997566344
P50518,15.38019047,15.56854995,15.90171542,14.10361566,0.730243416,0.471704667,0.471704667,0.730243416,0.997566344
P50543,14.96155374,15.11417776,15.95045452,16.06547235,0.112494964,-0.970097687,-0.970097687,0.112494964,0.988262249
P50544,17.79362942,17.71381921,15.31593212,14.96833505,0.0753571,2.611590729,2.611590729,0.0753571,0.988262249
P51125,17.21177836,17.39368948,17.5888367,17.21862611,0.824569869,-0.100997488,-0.100997488,0.824569869,0.997566344
P51150,14.42941106,14.96628013,15.29619927,14.83506349,0.588496293,-0.367785788,-0.367785788,0.588496293,0.997566344
P51174,16.8776467,16.92929581,15.13326265,14.47173871,0.158339631,2.100970573,2.100970573,0.158339631,0.988262249
P51410;A0A140T8T4,17.01192607,17.24144323,16.92300243,17.61948924,0.80745882,-0.14456119,-0.14456119,0.80745882,0.997566344
P51660,15.7138168,16.25488598,16.63637552,16.17887878,0.528036813,-0.423275762,-0.423275762,0.528036813,0.997566344
P51859,15.20302468,14.74483294,14.96592387,15.1272285,0.89132765,-0.072647376,-0.072647376,0.89132765,0.997566344
P51881,16.97234198,17.39379276,15.74650524,16.49146098,0.292268088,1.064084259,1.064084259,0.292268088,0.996315489
P51885,14.53867395,14.83382896,16.63424384,16.54313758,0.11730366,-1.902439251,-1.902439251,0.11730366,0.988262249
P51912,14.55557857,14.85345577,15.73108033,15.97978243,0.204194613,-1.150914212,-1.150914212,0.204194613,0.988262249
P52479,15.16880795,15.28285707,14.8072495,14.86283105,0.461784171,0.390792241,0.390792241,0.461784171,0.997566344
P52480,17.42314222,17.71122934,16.38846111,16.26494319,0.116582128,1.240483631,1.240483631,0.116582128,0.988262249
P52480;P53657,19.56517647,19.45440774,18.08773216,18.06002035,0.065992804,1.43591585,1.43591585,0.065992804,0.988262249
P52503,14.74708588,15.26221586,14.24496553,13.49407897,0.297285587,1.13512862,1.13512862,0.297285587,0.997566344
P52623,18.12721276,18.82268207,17.80775743,17.60910256,0.190599435,0.76651742,0.76651742,0.190599435,0.988262249
P52624,13.9272224,14.44992242,15.04118856,14.0664256,0.521095992,-0.365234669,-0.365234669,0.521095992,0.997566344
P52825,15.62239771,15.97026182,14.89807208,14.3498634,0.212293473,1.172362028,1.172362028,0.212293473,0.988262249
P52840,14.85890376,15.34838237,16.3556608,16.23485484,0.099348995,-1.191614756,-1.191614756,0.099348995,0.988262249
Q9D6J6,16.2269335,15.71124062,14.08285853,14.1386406,0.044781993,1.858337491,1.858337491,0.044781993,0.988262249
P53564,15.61956088,15.84539204,15.22490609,14.47332524,0.4347101,0.883360795,0.883360795,0.4347101,0.997566344
P53986,17.45416202,17.59399464,16.3600594,16.50928354,0.221500516,1.089406856,1.089406856,0.221500516,0.988262249
P53994,17.46579005,17.13899728,17.39516173,17.34747419,0.906347258,-0.068924294,-0.068924294,0.906347258,0.997566344
P53994;P59279,14.73132402,15.10596291,15.36985043,14.83835223,0.791136134,-0.185457859,-0.185457859,0.791136134,0.997566344
P54071,18.07925995,17.71078122,15.67975509,15.90410007,0.060639995,2.103093002,2.103093002,0.060639995,0.988262249
P54116,13.26981337,13.72568578,13.52637697,13.55506839,0.950096363,-0.042973104,-0.042973104,0.950096363,0.997566344
P54310,17.29554064,17.62333065,17.57950568,17.4125237,0.951204893,-0.036579048,-0.036579048,0.951204893,0.997566344
P54775,16.93873192,17.10625674,16.8604243,16.63241944,0.682644892,0.276072457,0.276072457,0.682644892,0.997566344
P54822,15.56274148,15.70526325,15.73042534,15.59053718,0.96966595,-0.026478894,-0.026478894,0.96966595,0.997566344
P54823,15.75004538,15.75152998,15.90001579,15.77791367,0.880461324,-0.088177051,-0.088177051,0.880461324,0.997566344
P55096,15.66382859,15.80075007,14.63936385,14.769849,0.150413496,1.027682908,1.027682908,0.150413496,0.988262249
P55258,14.66971554,15.60839922,15.22573464,15.32432121,0.835386518,-0.135970546,-0.135970546,0.835386518,0.997566344
P55937,14.79695216,14.92631856,14.81698362,14.73951694,0.888707198,0.083385079,0.083385079,0.888707198,0.997566344
P56135,15.3698018,15.91043193,15.74800936,15.24135012,0.824319187,0.145437126,0.145437126,0.824319187,0.997566344
P56371,15.76815847,15.44009052,15.74078213,14.5808474,0.445991936,0.443309733,0.443309733,0.445991936,0.997566344
P56380,16.00536139,16.18062793,16.07218046,15.94926583,0.898930348,0.082271511,0.082271511,0.898930348,0.997566344
P56392,19.25303921,19.1939699,15.74793698,15.19215979,0.071222313,3.75345617,3.75345617,0.071222313,0.988262249
P56395,15.72348226,15.38204366,16.13020763,15.06713453,0.94891007,-0.04590812,-0.04590812,0.94891007,0.997566344
P56399,14.88916683,14.85994933,15.02931293,14.78560179,0.96149393,-0.032899283,-0.032899283,0.96149393,0.997566344
P56480,16.9870588,17.42744537,17.13728937,17.13347811,0.909451666,0.071868347,0.071868347,0.909451666,0.997566344
P56501,15.22926946,15.25661413,13.58801185,14.12452524,0.160779147,1.386673252,1.386673252,0.160779147,0.988262249
P56959,14.38761349,13.56081047,14.91246836,14.9316609,0.279921808,-0.947852652,-0.947852652,0.279921808,0.996315489
P57776,16.14245025,16.21697737,15.96643721,15.84960508,0.619793928,0.271692666,0.271692666,0.619793928,0.997566344
P57784,14.57488913,14.65876935,14.77422082,14.56397081,0.939125487,-0.052266576,-0.052266576,0.939125487,0.997566344
P58252,16.87415253,16.86291882,16.6179799,16.46887182,0.600121661,0.325109819,0.325109819,0.600121661,0.997566344
P58252;O08810,18.47456945,18.52183044,18.05970357,17.82314329,0.432419846,0.556776513,0.556776513,0.432419846,0.997566344
P58281,16.62599393,16.8514784,15.311905,15.18180168,0.145452738,1.491882823,1.491882823,0.145452738,0.988262249
P58871,14.87885593,14.91246663,15.30218612,14.81579865,0.790695066,-0.163331109,-0.163331109,0.790695066,0.997566344
P59016,14.15355203,14.21565501,13.99178754,13.83397716,0.686636158,0.271721167,0.271721167,0.686636158,0.997566344
P59017,16.61084065,16.08850923,16.18631374,16.0212758,0.684793294,0.245880173,0.245880173,0.684793294,0.997566344
P59325,16.74357134,16.64091181,16.3768887,16.30111659,0.551839775,0.353238927,0.353238927,0.551839775,0.997566344
P59326;Q8BYK6,16.18214214,16.01659068,15.77406636,15.62516659,0.43910267,0.399749939,0.399749939,0.43910267,0.997566344
P59326;Q8BYK6;Q91YT7,16.24125742,16.10349117,15.70575922,15.6511006,0.40159912,0.493944383,0.493944383,0.40159912,0.997566344
P59672,15.40711228,15.33113695,15.14077599,15.01441283,0.640149485,0.291530207,0.291530207,0.640149485,0.997566344
P59708,15.10607214,15.35885721,15.13875177,14.73497417,0.656765897,0.295601706,0.295601706,0.656765897,0.997566344
P60122,15.722007,15.43077233,15.56845308,15.57092761,0.992785803,0.006699321,0.006699321,0.992785803,0.997566344
P60335,15.85054332,15.97438523,16.43002778,16.32923574,0.562766916,-0.467167486,-0.467167486,0.562766916,0.997566344
P60710,13.20080667,12.93206708,14.36823361,14.33371443,0.069856398,-1.284537144,-1.284537144,0.069856398,0.988262249
P60710;P63260,16.84702416,17.41061982,18.47088126,18.08791344,0.063087964,-1.15057536,-1.15057536,0.063087964,0.988262249
P60710;P63260;Q8BFZ3,16.5361351,16.51623312,17.74194908,17.53650294,0.11329145,-1.113041897,-1.113041897,0.11329145,0.988262249
P60843,17.12428145,17.15614757,17.20902944,17.44041126,0.70878878,-0.184505837,-0.184505837,0.70878878,0.997566344
P60867,18.05864711,18.26636564,18.31433541,17.4010922,0.656894886,0.304792574,0.304792574,0.656894886,0.997566344
P61021,15.27852206,14.54936354,15.81119906,14.66772141,0.722791205,-0.325517438,-0.325517438,0.722791205,0.997566344
P61022,14.68613514,14.9514019,15.50348114,14.90473025,0.551066959,-0.385337174,-0.385337174,0.551066959,0.997566344
P61027,15.86800097,15.93503041,16.39901863,15.94270133,0.660068413,-0.269344295,-0.269344295,0.660068413,0.997566344
P61028,14.82426268,15.29296863,15.05057142,15.36098422,0.794292478,-0.147162164,-0.147162164,0.794292478,0.997566344
P61089,15.46531131,15.49053754,15.70263266,15.24168529,0.990782091,0.005765453,0.005765453,0.990782091,0.997566344
P61164,14.85110908,14.99993105,15.13714229,14.58028714,0.919284445,0.066805354,0.066805354,0.919284445,0.997566344
P61205;P84078;Q8BSL7,17.93841951,18.309503,18.35569521,17.76610181,0.914552353,0.063062741,0.063062741,0.914552353,0.997566344
P61222,15.74113328,16.01838514,16.04737162,15.97929244,0.821535739,-0.133572818,-0.133572818,0.821535739,0.997566344
P61226,14.16207657,14.49641691,14.62884421,14.67590192,0.635659279,-0.323126323,-0.323126323,0.635659279,0.997566344
P61255,17.2140914,17.27284471,17.09643101,17.53419648,0.87613024,-0.071845687,-0.071845687,0.87613024,0.997566344
P61358,16.04586118,16.67071627,16.24650629,16.24532798,0.836626364,0.112371593,0.112371593,0.836626364,0.997566344
P61924,16.20720502,16.21471754,16.93882149,16.35853102,0.578392689,-0.437714975,-0.437714975,0.578392689,0.997566344
P61967,14.56224242,14.66461394,14.40932463,14.01218803,0.537007021,0.402671851,0.402671851,0.537007021,0.997566344
P61979,15.32380759,15.2493058,15.27950283,15.35443022,0.966778759,-0.030409829,-0.030409829,0.966778759,0.997566344
P61982,15.60630581,16.21598794,16.07483136,15.49594869,0.885472727,0.125756851,0.125756851,0.885472727,0.997566344
P62071,12.62947046,12.91737208,12.97504187,12.97812054,0.770118107,-0.203159929,-0.203159929,0.770118107,0.997566344
P62082;F6SVV1,16.69164603,17.0399188,16.94544761,16.5074852,0.850188887,0.139316011,0.139316011,0.850188887,0.997566344
P62137,15.79782707,15.88622194,15.71534537,15.58721243,0.782978031,0.190745607,0.190745607,0.782978031,0.997566344
P62137;P62141;P63087,16.95889526,16.44587961,16.51126222,16.00087965,0.542441515,0.446316501,0.446316501,0.542441515,0.997566344
P62192,16.85368271,16.9504041,16.65413517,16.65392412,0.665115851,0.248013763,0.248013763,0.665115851,0.997566344
P62196,16.2987313,16.55341682,15.98736682,15.97819893,0.494977217,0.443291186,0.443291186,0.494977217,0.997566344
P62242,16.93121368,17.45585707,16.97801715,17.2759426,0.927901064,0.066555497,0.066555497,0.927901064,0.997566344
P62245,14.73360707,15.49568342,15.04563068,15.56843384,0.795798905,-0.192387011,-0.192387011,0.795798905,0.997566344
P62259,16.36695394,16.29462075,17.23855402,16.12894082,0.59689879,-0.352960075,-0.352960075,0.59689879,0.997566344
P62264,16.54749208,16.68136738,16.77357943,16.57457875,0.929397462,-0.059649357,-0.059649357,0.929397462,0.997566344
P62270;A0A1Y7VKY1;F6YVP7,15.04379629,15.40610533,14.69827058,14.24220651,0.305595097,0.754712268,0.754712268,0.305595097,0.997566344
P62281,16.97983621,16.94042831,16.87387663,17.37015951,0.734030783,-0.161885808,-0.161885808,0.734030783,0.997566344
P62301,16.67120932,16.68825031,16.64930271,16.39841783,0.57275652,0.155869546,0.155869546,0.57275652,0.997566344
P62317,16.01980788,15.73727375,15.73105381,15.50304929,0.533769866,0.261489272,0.261489272,0.533769866,0.997566344
P62331,15.09724653,15.42356392,15.81596407,15.81756184,0.419880799,-0.556357727,-0.556357727,0.419880799,0.997566344
P62334,16.24291357,16.33940375,16.09449994,15.88371119,0.63608935,0.302053098,0.302053098,0.63608935,0.997566344
P62492;P46638,16.67306509,16.65312497,17.22590406,16.56893583,0.703830338,-0.234324918,-0.234324918,0.703830338,0.997566344
P62702,15.10431963,15.45681091,15.15390823,15.55901852,0.87889991,-0.075898104,-0.075898104,0.87889991,0.997566344
P62702;V9GWY0,17.00513758,17.10297518,17.13894264,17.48082598,0.622447014,-0.25582793,-0.25582793,0.622447014,0.997566344
P62751,15.81456162,15.75399807,15.51942565,15.75390557,0.744110088,0.147614232,0.147614232,0.744110088,0.997566344
P62754,16.42935296,16.57808303,16.49520261,16.78166243,0.792851466,-0.134714523,-0.134714523,0.792851466,0.997566344
P62806,17.56337581,18.10576912,18.35151729,18.3597324,0.292962013,-0.521052383,-0.521052383,0.292962013,0.996315489
P62814,15.77252889,16.01117778,15.7095205,15.40375195,0.696181553,0.33521711,0.33521711,0.696181553,0.997566344
P62814;Q91YH6,16.27882626,16.4380135,16.47563968,16.07581338,0.894526722,0.082693354,0.082693354,0.894526722,0.997566344
P62821,16.49166523,16.52539846,16.17887878,16.2981879,0.49106848,0.269998508,0.269998508,0.49106848,0.997566344
P62827,15.34068557,15.85777412,15.68883339,15.59545349,0.95220915,-0.042913593,-0.042913593,0.95220915,0.997566344
P62827;Q61820,16.40264571,17.05239823,17.54192847,16.18605619,0.823937319,-0.136470358,-0.136470358,0.823937319,0.997566344
P62843,17.05186742,16.90653833,17.25478874,16.95196765,0.682914326,-0.124175318,-0.124175318,0.682914326,0.997566344
P62858,14.22392628,14.59639818,14.83949907,14.33009243,0.767508983,-0.174633518,-0.174633518,0.767508983,0.997566344
P62874,16.46827402,16.23539724,16.83553234,16.14827796,0.834675904,-0.140069521,-0.140069521,0.834675904,0.997566344
P62880;P29387,12.86079601,14.37306905,13.04480392,12.43876587,0.34088856,0.875147636,0.875147636,0.34088856,0.997566344
P62889,16.51796151,16.44517654,16.89083425,16.58187728,0.657413129,-0.254786733,-0.254786733,0.657413129,0.997566344
P62897,14.54733612,15.25263566,13.95379388,13.62823199,0.398995063,1.108972957,1.108972957,0.398995063,0.997566344
P62897;CON__P62894,17.30162123,17.83941295,16.01432565,15.46591709,0.166644591,1.830395719,1.830395719,0.166644591,0.988262249
P62900,14.69133011,15.05727256,14.76870125,15.23586465,0.887410802,-0.127981616,-0.127981616,0.887410802,0.997566344
P62908,16.51965119,16.75389419,16.98923268,16.77223724,0.684462423,-0.243962268,-0.243962268,0.684462423,0.997566344
P62918,16.52158327,16.91125876,16.43654165,16.64648353,0.733185132,0.174908422,0.174908422,0.733185132,0.997566344
P62960,12.09714329,14.0145436,13.19075065,13.5704487,0.762806815,-0.324756232,-0.324756232,0.762806815,0.997566344
P62960;Q9JKB3;Q9Z2C8,12.49982098,12.50591077,12.83654353,12.8304954,0.677491908,-0.330653591,-0.330653591,0.677491908,0.997566344
P62996,16.55780851,16.33117052,17.09331439,17.13069584,0.103206696,-0.667515602,-0.667515602,0.103206696,0.988262249
P63017,18.14095914,18.12336936,17.84239393,17.76189669,0.464170553,0.330018944,0.330018944,0.464170553,0.997566344
P63017;P17156,16.80525354,16.68216653,17.1822578,16.35307905,0.972943698,-0.023958389,-0.023958389,0.972943698,0.997566344
Q8WTY4,15.16786336,14.10824899,12.73231268,12.85278358,0.024923492,1.845508047,1.845508047,0.024923492,0.988262249
P63038,16.4887679,16.65248548,15.56713958,15.09597111,0.147883442,1.239071344,1.239071344,0.147883442,0.988262249
P63073,14.65037864,14.38140776,14.38437905,14.17679648,0.806763003,0.235305434,0.235305434,0.806763003,0.997566344
P63158,16.84352853,16.76435329,17.15995015,16.98526382,0.698158128,-0.268666074,-0.268666074,0.698158128,0.997566344
P63276,12.5618548,12.78770379,13.07159332,13.45303043,0.460736558,-0.587532576,-0.587532576,0.460736558,0.997566344
P67778,17.58735075,17.8834462,16.22671214,16.22525078,0.09626877,1.509417015,1.509417015,0.09626877,0.988262249
P67871,15.87101483,15.72448721,16.25882364,15.63157497,0.696867156,-0.147448286,-0.147448286,0.696867156,0.997566344
P67984,16.96488232,17.18824111,17.17796449,16.76201862,0.878058571,0.106570157,0.106570157,0.878058571,0.997566344
P68033;P62737;P63268,16.13619709,16.46201812,16.5955221,15.83310967,0.88306339,0.084791723,0.084791723,0.88306339,0.997566344
P68040,16.19450245,16.36818469,16.07058985,16.23371248,0.786745586,0.12919241,0.12919241,0.786745586,0.997566344
P68134,17.2491505,16.84646981,14.93516505,18.89572319,0.940299739,0.132366035,0.132366035,0.940299739,0.997566344
P68181,15.7252619,16.0796563,15.92507503,16.03732011,0.898321012,-0.078738472,-0.078738472,0.898321012,0.997566344
P68254,13.52613241,13.91522584,15.31306016,14.66383603,0.151024749,-1.267768976,-1.267768976,0.151024749,0.988262249
P68368,16.40764855,16.41932179,15.17837577,14.64060425,0.097498302,1.50399516,1.50399516,0.097498302,0.988262249
P68372,16.11017741,16.71236578,15.72677695,16.29596619,0.628227387,0.399900033,0.399900033,0.628227387,0.997566344
P68372;Q9D6F9,14.61096682,15.21591986,15.48769578,14.98710748,0.634760128,-0.323958291,-0.323958291,0.634760128,0.997566344
P68433;P84244;P02301;P84228,19.19178697,18.94322568,19.52583046,19.94986774,0.250727836,-0.670342776,-0.670342776,0.250727836,0.990420869
P69566,14.11748077,14.27815903,14.42587152,14.53624722,0.460583927,-0.283239468,-0.283239468,0.460583927,0.997566344
P70122,14.25687208,14.57335133,15.46352437,14.73877839,0.153213042,-0.686039677,-0.686039677,0.153213042,0.988262249
P70168,14.34127794,14.45811288,14.75807559,14.41964158,0.763944485,-0.189163172,-0.189163172,0.763944485,0.997566344
P70261,17.0541366,17.01954157,16.19749986,15.906467,0.155140245,0.984855653,0.984855653,0.155140245,0.988262249
P70288,15.30663136,15.09469628,14.48211467,15.22268172,0.351278593,0.348265625,0.348265625,0.351278593,0.997566344
P70290,15.27588515,15.56700537,16.25020328,15.97334514,0.306714132,-0.690328955,-0.690328955,0.306714132,0.997566344
P70296,15.77775172,16.03439889,15.41329047,15.5855721,0.60081345,0.40664402,0.40664402,0.60081345,0.997566344
P53395,16.85540973,16.92543802,15.495588,15.09206116,0.047941577,1.596599294,1.596599294,0.047941577,0.988262249
P70302;P83093,13.27318366,14.49778948,13.40580627,13.67253584,0.702728997,0.346315518,0.346315518,0.702728997,0.997566344
P70335,14.27516886,14.13567601,14.4662172,14.37559704,0.693112822,-0.215484684,-0.215484684,0.693112822,0.997566344
P70336,15.13548412,15.47405897,15.8668024,15.78851797,0.354825142,-0.522888641,-0.522888641,0.354825142,0.997566344
P70349,17.77481279,17.40149621,17.03402515,17.39095822,0.509685459,0.37566282,0.37566282,0.509685459,0.997566344
P70404,18.21051297,18.46341734,16.19811886,15.98314949,0.072559069,2.246330977,2.246330977,0.072559069,0.988262249
O35857,17.17321979,16.90248394,15.49403969,15.45150195,0.038861198,1.565081046,1.565081046,0.038861198,0.988262249
P63030,18.12427942,18.13247493,16.73786323,16.52181838,0.043476901,1.498536368,1.498536368,0.043476901,0.988262249
P70670,17.05091146,16.85744649,17.24785336,17.13991102,0.631561324,-0.239703212,-0.239703212,0.631561324,0.997566344
P70677,16.8689431,17.0043741,17.20007483,17.48856195,0.406828961,-0.40765979,-0.40765979,0.406828961,0.997566344
P80313,17.64203797,17.76692778,17.92787685,17.85553179,0.74430343,-0.187221446,-0.187221446,0.74430343,0.997566344
P80314,14.62951014,15.29202059,14.9674064,15.2091868,0.827428217,-0.127531236,-0.127531236,0.827428217,0.997566344
P80315,14.55901852,15.00351791,15.11902216,15.35978387,0.589051023,-0.458134796,-0.458134796,0.589051023,0.997566344
P80316,16.37575885,16.63735275,16.40792963,16.28136863,0.75772747,0.161906668,0.161906668,0.75772747,0.997566344
P80317,14.58689841,14.92694454,15.10999385,14.89311189,0.715039354,-0.244631389,-0.244631389,0.715039354,0.997566344
P80317;Q61390,15.64371529,16.17975362,16.06989026,15.77774332,0.983888432,-0.012082336,-0.012082336,0.983888432,0.997566344
P80318,17.0363488,17.34721879,17.19363274,17.20920768,0.986401506,-0.009636414,-0.009636414,0.986401506,0.997566344
P83741,13.41336348,13.8922582,13.66544696,13.68244601,0.976473243,-0.021135645,-0.021135645,0.976473243,0.997566344
P84084,17.02355945,16.99169898,17.40132954,17.65508345,0.480641939,-0.520577276,-0.520577276,0.480641939,0.997566344
P84091,15.97411839,15.84874466,16.26238903,16.3815881,0.470782671,-0.410557038,-0.410557038,0.470782671,0.997566344
P84096,15.00558118,15.03916781,15.71580092,15.85846882,0.12935724,-0.764760371,-0.764760371,0.12935724,0.988262249
P84099,16.32740304,16.11866815,16.0551925,16.61071514,0.813191332,-0.109918225,-0.109918225,0.813191332,0.997566344
P84104,15.68392668,16.21536236,16.00022012,16.41790195,0.716279039,-0.259416514,-0.259416514,0.716279039,0.997566344
P84104;A2A4X6,12.45879108,13.06255214,13.33678548,13.05636676,0.555993602,-0.435904511,-0.435904511,0.555993602,0.997566344
P85094,15.68428291,16.01343173,14.96938652,14.2401205,0.289017797,1.244103808,1.244103808,0.289017797,0.996315489
P97351,16.6217915,16.76307634,16.66293078,16.85350462,0.850313639,-0.065783782,-0.065783782,0.850313639,0.997566344
P97352,15.76123956,15.13695107,14.70141477,14.28518545,0.290142385,0.955795205,0.955795205,0.290142385,0.996315489
P97371,14.82193541,14.88603137,15.02117106,14.6958651,0.993279687,-0.004534689,-0.004534689,0.993279687,0.997566344
P97372,15.96045204,16.39914885,16.99558412,16.18097415,0.578212038,-0.408478689,-0.408478689,0.578212038,0.997566344
P97379,16.06855216,16.2151446,15.76495185,16.15038345,0.757729457,0.184180729,0.184180729,0.757729457,0.997566344
P97390,12.09239378,12.04899765,12.8477425,12.14834947,0.487228392,-0.427350269,-0.427350269,0.487228392,0.997566344
P97429,15.61278213,15.63679453,15.58730873,15.26132366,0.718202824,0.200472135,0.200472135,0.718202824,0.997566344
P97447,16.48933056,15.88247588,16.5140976,16.93410548,0.406887005,-0.538198317,-0.538198317,0.406887005,0.997566344
P97461,15.12900121,15.01463077,15.0581186,15.42213049,0.607762867,-0.168308551,-0.168308551,0.607762867,0.997566344
P97742,10.67419227,11.20322563,12.44211412,12.5992155,0.14623961,-1.581955859,-1.581955859,0.14623961,0.988262249
P97807,17.35557298,17.51854573,15.31436127,15.40992428,0.096698596,2.074916578,2.074916578,0.096698596,0.988262249
P97855,15.14338321,14.74718804,14.57925621,14.4951439,0.461835781,0.408085573,0.408085573,0.461835781,0.997566344
P98083,13.98664203,13.89793997,13.97933587,14.15363119,0.78839253,-0.124192535,-0.124192535,0.78839253,0.997566344
P99024,14.41302554,15.23233918,15.52149884,16.18412985,0.173038162,-1.030131984,-1.030131984,0.173038162,0.988262249
P99027,15.18557235,15.37646458,15.48151566,15.04524773,0.980639184,0.017636773,0.017636773,0.980639184,0.997566344
P99028,13.39901083,13.4003458,11.8970513,11.85022591,0.115907405,1.526039707,1.526039707,0.115907405,0.988262249
P99029,19.54058592,19.71637917,18.0799681,17.57370635,0.140141226,1.801645318,1.801645318,0.140141226,0.988262249
Q00519,14.8807144,15.31490119,16.28343392,15.7055676,0.242205188,-0.896692967,-0.896692967,0.242205188,0.988262249
Q00612,16.47835001,16.93615949,16.98467324,17.11592523,0.619214879,-0.343044487,-0.343044487,0.619214879,0.997566344
Q00612;P97324,17.08154097,17.36083292,17.52227937,17.25156933,0.793996691,-0.165737405,-0.165737405,0.793996691,0.997566344
Q00623,14.28373362,15.05002346,15.90990728,14.50234448,0.403267433,-0.539247334,-0.539247334,0.403267433,0.997566344
Q00PI9,13.59082093,12.75472051,13.45378506,13.9667758,0.429535425,-0.537509704,-0.537509704,0.429535425,0.997566344
Q01063;O89084,15.52444989,16.07927643,15.268542,15.13326265,0.403207435,0.600960838,0.600960838,0.403207435,0.997566344
Q01149,15.09089981,14.49546557,16.96685304,16.22315962,0.102925445,-1.801823638,-1.801823638,0.102925445,0.988262249
Q01341,13.13132646,13.89121411,14.37232095,14.39727353,0.203900755,-0.87352696,-0.87352696,0.203900755,0.988262249
Q01405,15.96034138,15.97253112,15.75567,15.35844517,0.670880892,0.409378666,0.409378666,0.670880892,0.997566344
Q01730,15.54061241,15.39767463,15.8056935,15.49216615,0.738083744,-0.179786302,-0.179786302,0.738083744,0.997566344
Q01768;E9PZF0,16.86520163,16.95571801,16.32367053,16.42739469,0.22493286,0.534927207,0.534927207,0.22493286,0.988262249
Q01768;E9PZF0;P15532,17.20246823,17.34273446,17.227033,16.78570788,0.655623025,0.266230901,0.266230901,0.655623025,0.997566344
Q01853,16.20421717,16.32716787,16.33291561,16.11277537,0.938729658,0.042847028,0.042847028,0.938729658,0.997566344
Q02053,14.7739016,14.58764477,14.89813061,14.32410538,0.924047497,0.069655187,0.069655187,0.924047497,0.997566344
Q02780,18.79864266,18.29996817,18.16339416,17.63785598,0.268756631,0.648680341,0.648680341,0.268756631,0.996315489
Q02780;P70255;P97863;P70257,16.28404689,15.94487217,15.51693112,14.94900594,0.130049403,0.881491,0.881491,0.130049403,0.988262249
Q03265,17.55279835,18.12917184,17.8874872,17.76129537,0.97892027,0.016593812,0.016593812,0.97892027,0.997566344
Q04207,14.71236578,14.68704756,15.27942922,15.07852611,0.48551972,-0.479270992,-0.479270992,0.48551972,0.997566344
Q04750,15.71585477,15.76572638,14.84136778,15.03458406,0.07323652,0.802814658,0.802814658,0.07323652,0.988262249
Q04857,13.97542455,14.0900415,15.22687168,15.26457079,0.130319799,-1.212988211,-1.212988211,0.130319799,0.988262249
Q05421,13.85706219,14.43926175,16.22717027,15.80353271,0.128391217,-1.867189522,-1.867189522,0.128391217,0.988262249
Q05920,19.56084737,20.1358553,19.70846567,19.5092703,0.610458497,0.239483345,0.239483345,0.610458497,0.997566344
Q05D44,15.11027162,15.10553424,14.31234505,14.36518726,0.170723415,0.769136772,0.769136772,0.170723415,0.988262249
Q06180,14.35266419,14.11983275,14.20648023,14.07003706,0.844206099,0.097989825,0.097989825,0.844206099,0.997566344
Q06185,16.63707766,16.34047604,16.43588183,15.60382915,0.344292485,0.468921355,0.468921355,0.344292485,0.997566344
Q06890,14.26116376,14.9141608,15.24574278,14.7073584,0.622936057,-0.388888309,-0.388888309,0.622936057,0.997566344
Q07076,16.00999547,16.3548692,16.66918839,16.63481105,0.436893728,-0.469567388,-0.469567388,0.436893728,0.997566344
Q07113,13.93905666,14.18655874,15.1947271,14.61590748,0.294309635,-0.842509587,-0.842509587,0.294309635,0.997566344
Q07417,16.96650873,17.09465504,15.52986858,15.24944682,0.089741733,1.640924184,1.640924184,0.089741733,0.988262249
Q08288,20.34342864,15.55431904,15.57846115,15.60631845,0.220157605,2.356484041,2.356484041,0.220157605,0.988262249
Q08639,14.1376316,14.45629024,14.56033283,14.5403097,0.593796708,-0.253360348,-0.253360348,0.593796708,0.997566344
Q0KL02,15.9432474,16.20294643,16.08156666,15.3502486,0.631494036,0.357189287,0.357189287,0.631494036,0.997566344
P70302,17.1920184,17.19416795,16.10500857,15.64053952,0.048297663,1.320319131,1.320319131,0.048297663,0.988262249
Q149M0,16.7514656,17.37678674,16.04392442,15.90846299,0.171165434,1.087932471,1.087932471,0.171165434,0.988262249
Q14C51,15.07915141,15.22213298,13.89590671,13.77248418,0.113426371,1.31644675,1.31644675,0.113426371,0.988262249
Q14DH7,15.13915161,15.61735267,14.68841424,14.30356672,0.353440724,0.882261658,0.882261658,0.353440724,0.997566344
Q2TPA8,17.08299834,17.03919423,15.57932234,15.46473783,0.093714142,1.539066205,1.539066205,0.093714142,0.988262249
Q31125,14.58488259,14.47364266,14.98388828,15.51978056,0.323080978,-0.722571792,-0.722571792,0.323080978,0.997566344
Q3B7Z2,16.25591637,16.26491428,16.4167968,16.31110253,0.873373846,-0.103534338,-0.103534338,0.873373846,0.997566344
