"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098798","GO:0098798","mitochondrial protein-containing complex","52/282","345/31010",1.14869700655271e-47,3.3541952591339e-45,2.78105591060129e-45,"D3YTP3/O35129/P51881/P67778/P99028/Q3ULF4/Q5U458/Q61733/Q62425/Q78IK4/Q7TMF3/Q8BGH2/Q8BGX2/Q8BJZ4/Q8BMS1/Q8CAQ8/Q8JZQ2/Q8K2B3/Q8K3J1/Q8R1I1/Q91VD9/Q91WD5/Q920A7/Q99JY0/Q99LC3/Q99LC5/Q99LP6/Q99MR8/Q9CPP6/Q9CQ69/Q9CQA3/Q9CQC7/Q9CR68/Q9CR88/Q9CXZ1/Q9CZ13/Q9D051/Q9D0M3/Q9D6J6/Q9D7N3/Q9D880/Q9DB77/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9DCW4/Q9ERS2/Q9JHS4/Q9JK42/Q9WUM5/Q9Z1P6",52
"GO:1990204","GO:1990204","oxidoreductase complex","37/282","150/31010",1.99331210859087e-42,2.91023567854267e-40,2.41295676303106e-40,"E9Q7L0/P13707/P35486/P99028/Q60597/Q62425/Q64521/Q7TMF3/Q8BKZ9/Q8K2B3/Q8K3J1/Q8R1I1/Q91VD9/Q91VT4/Q91WD5/Q99LC3/Q99LC5/Q9CPP6/Q9CQ69/Q9CQA3/Q9CQC7/Q9CR68/Q9CXZ1/Q9CZ13/Q9D051/Q9D0M3/Q9D2G2/Q9D6J6/Q9DB77/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9DCW4/Q9ERS2/Q9JK42/Q9Z1P6",37
"GO:0005759","GO:0005759","mitochondrial matrix","48/282","394/31010",1.83231903613039e-39,1.78345719516691e-37,1.47871360810523e-37,"E9Q7L0/O35857/P16332/P38647/P45952/P50544/P51174/P51881/P53395/P63038/Q07417/Q3UFY8/Q3ULD5/Q60930/Q61733/Q6PB66/Q80X68/Q80Y14/Q8BFR5/Q8BJZ4/Q8BMS1/Q8BWT1/Q8CGK3/Q8QZT1/Q8VHQ9/Q91VT4/Q91YM4/Q91ZA3/Q925I1/Q99JY0/Q99LC5/Q99LP6/Q99MN9/Q99MR8/Q99NB1/Q9CQN1/Q9CR88/Q9CXI0/Q9CZU6/Q9D051/Q9D7N3/Q9DC69/Q9DCW4/Q9JHS4/Q9JK42/Q9WTP7/Q9WUM5/Q9Z1P6",48
"GO:0098800","GO:0098800","inner mitochondrial membrane protein complex","36/282","177/31010",5.36638405686458e-38,3.91746036151114e-36,3.24807456073383e-36,"O35129/P67778/P99028/Q3ULF4/Q5U458/Q62425/Q78IK4/Q7TMF3/Q8BGX2/Q8CAQ8/Q8JZQ2/Q8K2B3/Q8K3J1/Q8R1I1/Q91VD9/Q91WD5/Q920A7/Q99LC3/Q99LP6/Q9CPP6/Q9CQ69/Q9CQA3/Q9CQC7/Q9CR68/Q9CXZ1/Q9CZ13/Q9D0M3/Q9D6J6/Q9D880/Q9DB77/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9ERS2/Q9Z1P6",36
"GO:0070469","GO:0070469","respirasome","28/282","128/31010",1.08314440421356e-30,6.3255633206072e-29,5.24469922040251e-29,"P00405/P56392/P99028/Q62425/Q7TMF3/Q8K2B3/Q8K3J1/Q8R1I1/Q91VD9/Q91WD5/Q99LC3/Q9CPP6/Q9CQ69/Q9CQA3/Q9CQC7/Q9CR68/Q9CXZ1/Q9CZ13/Q9D0M3/Q9D6J6/Q9DB77/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9ERS2/Q9JLR9/Q9Z1P6",28
"GO:0005746","GO:0005746","mitochondrial respirasome","26/282","105/31010",4.15055878746973e-30,2.01993860990194e-28,1.67478687915445e-28,"P56392/P99028/Q62425/Q7TMF3/Q8K2B3/Q8K3J1/Q8R1I1/Q91VD9/Q91WD5/Q99LC3/Q9CPP6/Q9CQ69/Q9CQA3/Q9CQC7/Q9CR68/Q9CXZ1/Q9CZ13/Q9D0M3/Q9D6J6/Q9DB77/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9ERS2/Q9Z1P6",26
"GO:0098803","GO:0098803","respiratory chain complex","26/282","113/31010",3.40938833096752e-29,1.42220198948931e-27,1.17918694153764e-27,"P00405/P99028/Q62425/Q7TMF3/Q8K2B3/Q8K3J1/Q8R1I1/Q91VD9/Q91WD5/Q99LC3/Q9CPP6/Q9CQ69/Q9CQA3/Q9CQC7/Q9CR68/Q9CXZ1/Q9CZ13/Q9D0M3/Q9D6J6/Q9DB77/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9ERS2/Q9Z1P6",26
"GO:0005747","GO:0005747","mitochondrial respiratory chain complex I","16/282","66/31010",8.11727126866722e-19,2.37024321045083e-17,1.9652340966247e-17,"Q62425/Q7TMF3/Q8K3J1/Q91VD9/Q91WD5/Q99LC3/Q9CPP6/Q9CQC7/Q9CXZ1/Q9D6J6/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9ERS2/Q9Z1P6",16
"GO:0030964","GO:0030964","NADH dehydrogenase complex","16/282","66/31010",8.11727126866722e-19,2.37024321045083e-17,1.9652340966247e-17,"Q62425/Q7TMF3/Q8K3J1/Q91VD9/Q91WD5/Q99LC3/Q9CPP6/Q9CQC7/Q9CXZ1/Q9D6J6/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9ERS2/Q9Z1P6",16
"GO:0045271","GO:0045271","respiratory chain complex I","16/282","66/31010",8.11727126866722e-19,2.37024321045083e-17,1.9652340966247e-17,"Q62425/Q7TMF3/Q8K3J1/Q91VD9/Q91WD5/Q99LC3/Q9CPP6/Q9CQC7/Q9CXZ1/Q9D6J6/Q9DC69/Q9DC70/Q9DCJ5/Q9DCT2/Q9ERS2/Q9Z1P6",16
"GO:0043209","GO:0043209","myelin sheath","26/282","372/31010",1.12560582339e-15,2.98797182208981e-14,2.47740994621722e-14,"P16125/P35486/P38647/P51881/P52480/P63038/P67778/Q60930/Q811D0/Q8BFR5/Q8CAQ8/Q8K2B3/Q8VEM8/Q91VD9/Q99KI0/Q99LC3/Q9CR68/Q9CZ13/Q9D2G2/Q9D6J6/Q9D6R2/Q9DB77/Q9DBJ1/Q9DCT2/Q9Z2I9/Q9Z329",26
"GO:0005741","GO:0005741","mitochondrial outer membrane","24/282","319/31010",2.87439248651102e-15,6.99435505051015e-14,5.79921291138189e-14,"D3YTP3/O08528/O08715/O35129/P58281/P67778/Q3UJU9/Q5U458/Q60930/Q61586/Q791V5/Q80U63/Q8BGH2/Q8BW75/Q8JZR0/Q8K1M6/Q8VCF0/Q91WS0/Q91ZP3/Q924L1/Q924X2/Q99JY0/Q9WU65/Q9Z0X1",24
"GO:0019867","GO:0019867","outer membrane","24/282","343/31010",1.43931457755761e-14,3.00199897604874e-13,2.48904024690415e-13,"D3YTP3/O08528/O08715/O35129/P58281/P67778/Q3UJU9/Q5U458/Q60930/Q61586/Q791V5/Q80U63/Q8BGH2/Q8BW75/Q8JZR0/Q8K1M6/Q8VCF0/Q91WS0/Q91ZP3/Q924L1/Q924X2/Q99JY0/Q9WU65/Q9Z0X1",24
"GO:0031968","GO:0031968","organelle outer membrane","24/282","343/31010",1.43931457755761e-14,3.00199897604874e-13,2.48904024690415e-13,"D3YTP3/O08528/O08715/O35129/P58281/P67778/Q3UJU9/Q5U458/Q60930/Q61586/Q791V5/Q80U63/Q8BGH2/Q8BW75/Q8JZR0/Q8K1M6/Q8VCF0/Q91WS0/Q91ZP3/Q924L1/Q924X2/Q99JY0/Q9WU65/Q9Z0X1",24
"GO:0009295","GO:0009295","nucleoid","13/282","68/31010",4.42758112152368e-14,8.08033554678071e-13,6.69962932862136e-13,"P38647/P50544/P51881/P53395/Q3UFY8/Q60930/Q6PB66/Q8BFR5/Q8BMS1/Q8CGK3/Q925I1/Q99JY0/Q9JHS4",13
"GO:0042645","GO:0042645","mitochondrial nucleoid","13/282","68/31010",4.42758112152368e-14,8.08033554678071e-13,6.69962932862136e-13,"P38647/P50544/P51881/P53395/Q3UFY8/Q60930/Q6PB66/Q8BFR5/Q8BMS1/Q8CGK3/Q925I1/Q99JY0/Q9JHS4",13
"GO:0031305","GO:0031305","integral component of mitochondrial inner membrane","12/282","73/31010",2.8417020850846e-12,4.88104122849826e-11,4.04700606544557e-11,"P63030/Q3ULF4/Q5U458/Q78IK4/Q8BK08/Q8CAQ8/Q8JZQ2/Q8VEM8/Q920A7/Q925N0/Q9D023/Q9DAM5",12
"GO:0098573","GO:0098573","intrinsic component of mitochondrial membrane","14/282","116/31010",3.38664989464231e-12,5.49389871797531e-11,4.55514313314463e-11,"P63030/Q3ULF4/Q5U458/Q78IK4/Q80U63/Q8BK08/Q8CAQ8/Q8JZQ2/Q8VEM8/Q920A7/Q925N0/Q9D023/Q9D0L4/Q9DAM5",14
"GO:0031304","GO:0031304","intrinsic component of mitochondrial inner membrane","12/282","75/31010",3.97316016631004e-12,6.10611983453963e-11,5.06275256648924e-11,"P63030/Q3ULF4/Q5U458/Q78IK4/Q8BK08/Q8CAQ8/Q8JZQ2/Q8VEM8/Q920A7/Q925N0/Q9D023/Q9DAM5",12
"GO:0005750","GO:0005750","mitochondrial respiratory chain complex III","7/282","15/31010",2.88682113986369e-11,4.0140560611438e-10,3.32816472264987e-10,"P99028/Q8R1I1/Q9CQ69/Q9CR68/Q9CZ13/Q9D0M3/Q9DB77",7
"GO:0045275","GO:0045275","respiratory chain complex III","7/282","15/31010",2.88682113986369e-11,4.0140560611438e-10,3.32816472264987e-10,"P99028/Q8R1I1/Q9CQ69/Q9CR68/Q9CZ13/Q9D0M3/Q9DB77",7
"GO:0032592","GO:0032592","integral component of mitochondrial membrane","13/282","113/31010",3.76670101279824e-11,4.99943952607767e-10,4.14517336336649e-10,"P63030/Q3ULF4/Q5U458/Q78IK4/Q8BK08/Q8CAQ8/Q8JZQ2/Q8VEM8/Q920A7/Q925N0/Q9D023/Q9D0L4/Q9DAM5",13
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex","7/282","18/31010",1.39470817354963e-10,1.77067298554996e-09,1.46811386689435e-09,"E9Q7L0/P97807/Q60597/Q9D2G2/Q9WUM5/Q9Z2I8/Q9Z2I9",7
"GO:0070069","GO:0070069","cytochrome complex","9/282","49/31010",5.59542456890046e-10,6.8077665588289e-09,5.64450724055748e-09,"P00405/P99028/Q62425/Q8R1I1/Q9CQ69/Q9CR68/Q9CZ13/Q9D0M3/Q9DB77",9
"GO:0005777","GO:0005777","peroxisome","13/282","248/31010",5.16693929584544e-07,5.80287028610334e-06,4.8113199920828e-06,"P47934/P54071/P55096/P63038/P99029/Q2TPA8/Q8BGC4/Q8BJ34/Q8CC88/Q8K1M6/Q8VCF0/Q9JJZ2/Q9WUR2",13
"GO:0042579","GO:0042579","microbody","13/282","248/31010",5.16693929584544e-07,5.80287028610334e-06,4.8113199920828e-06,"P47934/P54071/P55096/P63038/P99029/Q2TPA8/Q8BGC4/Q8BJ34/Q8CC88/Q8K1M6/Q8VCF0/Q9JJZ2/Q9WUR2",13
"GO:0005758","GO:0005758","mitochondrial intermembrane space","8/282","130/31010",2.63953346697934e-05,0.000285460656428877,0.000236683312828557,"P58281/Q8BGX2/Q8CAQ8/Q91VD9/Q9CQN1/Q9DCJ5/Q9WTP7/Q9Z0X1",8
"GO:0031970","GO:0031970","organelle envelope lumen","8/282","148/31010",6.65067361378921e-05,0.000693570248295161,0.000575058244801323,"P58281/Q8BGX2/Q8CAQ8/Q91VD9/Q9CQN1/Q9DCJ5/Q9WTP7/Q9Z0X1",8
"GO:0045252","GO:0045252","oxoglutarate dehydrogenase complex","3/282","10/31010",8.51672553568219e-05,0.000857546157385931,0.000711015198986172,"E9Q7L0/Q60597/Q9D2G2",3
"GO:0030061","GO:0030061","mitochondrial crista","4/282","32/31010",0.000196973292016666,0.00187364261482448,0.00155348882988331,"O08715/P58281/P63038/P67778",4
"GO:0031314","GO:0031314","extrinsic component of mitochondrial inner membrane","3/282","13/31010",0.000198914113217668,0.00187364261482448,0.00155348882988331,"P50544/P58281/Q60936",3
"GO:0045277","GO:0045277","respiratory chain complex IV","4/282","33/31010",0.000222546948031843,0.00203074090079057,0.00168374335681987,"P00405/Q62425/Q9CR68/Q9DB77",4
"GO:0045240","GO:0045240","dihydrolipoyl dehydrogenase complex","3/282","14/31010",0.00025146230513685,0.00222506039696849,0.00184485901695296,"E9Q7L0/Q60597/Q9D2G2",3
"GO:0005782","GO:0005782","peroxisomal matrix","4/282","37/31010",0.000349082808596955,0.00291234800315174,0.00241470814969322,"P55096/P63038/P99029/Q9WUR2",4
"GO:0031907","GO:0031907","microbody lumen","4/282","37/31010",0.000349082808596955,0.00291234800315174,0.00241470814969322,"P55096/P63038/P99029/Q9WUR2",4
"GO:0005751","GO:0005751","mitochondrial respiratory chain complex IV","3/282","16/31010",0.000381686915951713,0.00301223187724055,0.00249752462784905,"Q62425/Q9CR68/Q9DB77",3
"GO:0061617","GO:0061617","MICOS complex","3/282","16/31010",0.000381686915951713,0.00301223187724055,0.00249752462784905,"Q5U458/Q78IK4/Q8CAQ8",3
"GO:0010494","GO:0010494","cytoplasmic stress granule","7/282","148/31010",0.000428715624098058,0.00329434111149034,0.00273142918400425,"O70305/P97855/Q60865/Q6Y7W8/Q8BRK8/Q8BWW4/Q9CQB2",7
"GO:0005742","GO:0005742","mitochondrial outer membrane translocase complex","3/282","17/31010",0.00046036675728269,0.0034468485417063,0.00285787730566852,"D3YTP3/Q5U458/Q8BGH2",3
"GO:0098799","GO:0098799","outer mitochondrial membrane protein complex","3/282","18/31010",0.00054873452848452,0.00400576205793699,0.0033212879355642,"D3YTP3/Q5U458/Q8BGH2",3
"GO:0000314","GO:0000314","organellar small ribosomal subunit","4/282","43/31010",0.000624985591675572,0.00434513792307778,0.00360267383672635,"Q61733/Q8BJZ4/Q9CR88/Q9D7N3",4
"GO:0005763","GO:0005763","mitochondrial small ribosomal subunit","4/282","43/31010",0.000624985591675572,0.00434513792307778,0.00360267383672635,"Q61733/Q8BJZ4/Q9CR88/Q9D7N3",4
"GO:0015935","GO:0015935","small ribosomal subunit","6/282","128/31010",0.00115187504972625,0.00782203522139689,0.00648546539625554,"P62270/Q61733/Q8BJZ4/Q8BWW4/Q9CR88/Q9D7N3",6
"GO:0031312","GO:0031312","extrinsic component of organelle membrane","5/282","88/31010",0.00127121054543379,0.00843621543787876,0.00699469917343949,"P50544/P58281/P67778/Q60936/Q9ER39",5
"GO:0000313","GO:0000313","organellar ribosome","5/282","112/31010",0.00365105799105,0.0231762811605782,0.0192160946897368,"Q61733/Q8BJZ4/Q9CR88/Q9D7N3/Q9Z1P6",5
"GO:0005761","GO:0005761","mitochondrial ribosome","5/282","112/31010",0.00365105799105,0.0231762811605782,0.0192160946897368,"Q61733/Q8BJZ4/Q9CR88/Q9D7N3/Q9Z1P6",5
"GO:0035770","GO:0035770","ribonucleoprotein granule","11/282","470/31010",0.00409596615739657,0.0254472791055276,0.0210990417962197,"A2AGT5/O70305/P10637/P97855/Q04750/Q60865/Q6Y7W8/Q8BRK8/Q8BWW4/Q91YM4/Q9CQB2",11
"GO:0005757","GO:0005757","mitochondrial permeability transition pore complex","2/282","11/31010",0.00429335909175311,0.0261179344748314,0.0216551006820881,"P51881/Q3ULF4",2
"GO:0046930","GO:0046930","pore complex","3/282","42/31010",0.00657440493768603,0.0391780865674351,0.0324836334192865,"P51881/Q3ULF4/Q60930",3
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","10/282","435/31010",0.00685273584777824,0.0400199773510249,0.0331816683155578,"A2AGT5/O70305/P10637/P97855/Q04750/Q60865/Q6Y7W8/Q8BRK8/Q8BWW4/Q9CQB2",10
"GO:0005744","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex","2/282","17/31010",0.0102417322317766,0.0575112656092071,0.0476841784070571,"Q99LP6/Q9D880",2
"GO:0031588","GO:0031588","nucleotide-activated protein kinase complex","2/282","17/31010",0.0102417322317766,0.0575112656092071,0.0476841784070571,"Q8BRK8/Q9R078",2
"GO:0071006","GO:0071006","U2-type catalytic step 1 spliceosome","2/282","18/31010",0.0114533569446881,0.0619329671823876,0.0513503332802781,"E9PV04/Q91VC3",2
"GO:0071012","GO:0071012","catalytic step 1 spliceosome","2/282","18/31010",0.0114533569446881,0.0619329671823876,0.0513503332802781,"E9PV04/Q91VC3",2
"GO:0005840","GO:0005840","ribosome","8/282","352/31010",0.0157916994517866,0.0838395679985764,0.0695137009360943,"P62270/Q14C51/Q61733/Q8BJZ4/Q8BWW4/Q9CR88/Q9D7N3/Q9Z1P6",8
"GO:0032593","GO:0032593","insulin-responsive compartment","2/282","23/31010",0.0183833948049112,0.0958562729113227,0.0794770828031875,"A6H8H2/P14142",2
"GO:0016529","GO:0016529","sarcoplasmic reticulum","5/282","175/31010",0.0222512299924443,0.113988757154276,0.094511226191361,"O08528/P11881/P14142/P70302/Q9Z329",5
"GO:0016528","GO:0016528","sarcoplasm","5/282","198/31010",0.0352184053747777,0.177306454645433,0.147009677607965,"O08528/P11881/P14142/P70302/Q9Z329",5
"GO:0035145","GO:0035145","exon-exon junction complex","2/282","33/31010",0.0361589248931,0.178956035064156,0.148377390283907,"E9PV04/Q91VC3",2
"GO:0044391","GO:0044391","ribosomal subunit","6/282","279/31010",0.0430079534560621,0.209305373486169,0.173540864822707,"P62270/Q61733/Q8BJZ4/Q8BWW4/Q9CR88/Q9D7N3",6
"GO:0043204","GO:0043204","perikaryon","6/282","283/31010",0.0455299851656009,0.217946814235336,0.180705721968735,"A2AGT5/P23819/Q04750/Q6Y7W8/Q8K2Q9/Q9Z2V5",6
"GO:0033017","GO:0033017","sarcoplasmic reticulum membrane","2/282","38/31010",0.0467466070653719,0.220161439727235,0.182541929117751,"P70302/Q9Z329",2
"GO:0098839","GO:0098839","postsynaptic density membrane","3/282","103/31010",0.0678851405989252,0.314642238966447,0.260878568717674,"P23819/Q811D0/Q91XM9",3
"GO:0001740","GO:0001740","Barr body","1/282","10/31010",0.0873179814265035,0.392259239639062,0.325232967256612,"Q8CCK0",1
"GO:0031088","GO:0031088","platelet dense granule membrane","1/282","10/31010",0.0873179814265035,0.392259239639062,0.325232967256612,"P11881",1
"GO:0032281","GO:0032281","AMPA glutamate receptor complex","2/282","55/31010",0.0894179646247749,0.395606752582337,0.328008482674613,"P23819/Q9Z2W8",2
"GO:0031094","GO:0031094","platelet dense tubular network","1/282","11/31010",0.0956204436599782,0.404654631140777,0.335510328631503,"P11881",1
"GO:0033263","GO:0033263","CORVET complex","1/282","11/31010",0.0956204436599782,0.404654631140777,0.335510328631503,"Q9D2N9",1
"GO:0097025","GO:0097025","MPP7-DLG1-LIN7 complex","1/282","11/31010",0.0956204436599782,0.404654631140777,0.335510328631503,"Q811D0",1
"GO:0001939","GO:0001939","female pronucleus","1/282","12/31010",0.103847645662878,0.424728286190579,0.352153950338259,"Q9DBR0",1
"GO:0042827","GO:0042827","platelet dense granule","1/282","12/31010",0.103847645662878,0.424728286190579,0.352153950338259,"P11881",1
"GO:0044232","GO:0044232","organelle membrane contact site","2/282","61/31010",0.106433945288966,0.424728286190579,0.352153950338259,"Q3UJU9/Q80SW1",2
"GO:0008290","GO:0008290","F-actin capping protein complex","1/282","13/31010",0.112000267248885,0.424728286190579,0.352153950338259,"Q9QYC0",1
"GO:0032983","GO:0032983","kainate selective glutamate receptor complex","1/282","13/31010",0.112000267248885,0.424728286190579,0.352153950338259,"Q9Z2W8",1
"GO:0046696","GO:0046696","lipopolysaccharide receptor complex","1/282","13/31010",0.112000267248885,0.424728286190579,0.352153950338259,"P63038",1
"GO:0071439","GO:0071439","clathrin complex","1/282","13/31010",0.112000267248885,0.424728286190579,0.352153950338259,"Q9D2N9",1
"GO:0097418","GO:0097418","neurofibrillary tangle","1/282","13/31010",0.112000267248885,0.424728286190579,0.352153950338259,"P10637",1
"GO:0001652","GO:0001652","granular component","1/282","14/31010",0.12007898211277,0.443836237682643,0.367996880558789,"Q8BI72",1
"GO:0005955","GO:0005955","calcineurin complex","1/282","14/31010",0.12007898211277,0.443836237682643,0.367996880558789,"P11881",1
"GO:0042406","GO:0042406","extrinsic component of endoplasmic reticulum membrane","1/282","15/31010",0.128084457885263,0.465600225169523,0.386042003565213,"Q9ER39",1
